-0.181637,-0.193386,0.267462,-0.23437,-0.09038,0.361
-0.181637,-0.193386,0.267462,-0.23437,-0.09038,0.361
-0.181637,-0.193386,0.267462,-0.23437,-0.09039,0.361
-0.159244,-0.193386,0.267462,-0.21396,-0.1367,0.3114
-0.159244,-0.193386,0.267462,-0.20136,-0.13647,0.3115
-0.159244,-0.193386,0.267462,-0.20132,-0.13653,0.3116
-0.13685,-0.193386,0.267462,-0.17419,-0.16973,0.2618
-0.13685,-0.193386,0.267462,-0.16857,-0.16977,0.2616
-0.13685,-0.193386,0.267462,-0.16861,-0.16973,0.2616
-0.114456,-0.193386,0.267462,-0.14845,-0.1928,0.2134
-0.114456,-0.193386,0.267462,-0.1373,-0.19303,0.2135
-0.114456,-0.193386,0.267462,-0.13734,-0.19303,0.2134
-0.0920628,-0.193386,0.267462,-0.12398,-0.20095,0.193
-0.0920628,-0.193386,0.267462,-0.10754,-0.20916,0.16755
-0.0920628,-0.193386,0.267462,-0.10753,-0.20916,0.16755
-0.0696692,-0.193386,0.267462,-0.08104,-0.21992,0.12339
-0.0696692,-0.193386,0.267462,-0.0791,-0.22002,0.12331
-0.0696692,-0.193386,0.267462,-0.07913,-0.21999,0.12334
-0.0472755,-0.193386,0.267462,-0.06069,-0.22683,0.08097
-0.0472755,-0.193386,0.267462,-0.05192,-0.22679,0.08074
-0.0472755,-0.193386,0.267462,-0.05195,-0.22677,0.08076
-0.0248818,-0.193386,0.267462,-0.02971,-0.23039,0.03929
-0.0248818,-0.193386,0.267462,-0.02551,-0.23035,0.03921
-0.0248818,-0.193386,0.267462,-0.02551,-0.23036,0.03926
-0.00248818,-0.193386,0.267462,-0.01995,-0.23076,0.03062
-0.00248818,-0.193386,0.267462,0.00038,-0.23147,-0.00139
-0.00248818,-0.193386,0.267462,0.0004533,-0.2341,-0.001534
0.0199055,-0.193386,0.267462,0.026281,-0.22938,-0.04221
0.0199055,-0.193386,0.267462,0.026276,-0.22937,-0.0422
0.0199055,-0.193386,0.267462,0.026279,-0.22938,-0.0422
0.0422991,-0.193386,0.267462,0.0524,-0.22476,-0.08332
0.0422991,-0.193386,0.267462,0.05237,-0.22478,-0.08329
0.0422991,-0.193386,0.267462,0.05236,-0.22478,-0.0833
0.0646928,-0.193386,0.267462,0.07254,-0.21703,-0.12523
0.0646928,-0.193386,0.267462,0.07917,-0.21686,-0.1253
0.0646928,-0.193386,0.267462,0.07922,-0.21684,-0.12537
0.0870864,-0.193386,0.267462,0.10644,-0.20449,-0.16902
0.0870864,-0.193386,0.267462,0.10723,-0.20461,-0.16883
0.0870864,-0.193386,0.267462,0.10714,-0.20467,-0.16877
0.10948,-0.193386,0.267462,0.12957,-0.18729,-0.21339
0.10948,-0.193386,0.267462,0.13619,-0.18704,-0.21364
0.10948,-0.193386,0.267462,0.13628,-0.18698,-0.21364
0.131874,-0.193386,0.267462,0.16591,-0.16155,-0.26065
0.131874,-0.193386,0.267462,0.16668,-0.16182,-0.2604
0.131874,-0.193386,0.267462,0.16658,-0.16184,-0.2604
0.154267,-0.193386,0.267462,0.19065,-0.13573,-0.29708
0.154267,-0.193386,0.267462,0.19808,-0.12646,-0.3079
0.154267,-0.193386,0.267462,0.19798,-0.12659,-0.3078
0.176661,-0.193386,0.267462,0.22433,-0.07666,-0.3554
0.176661,-0.193386,0.267462,0.22986,-0.07753,-0.3552
0.176661,-0.193386,0.267462,0.22984,-0.07738,-0.3552
0.176661,-0.171679,0.267462,0.233,-0.10876,-0.4038
0.176661,-0.171679,0.267462,0.23302,-0.10878,-0.4039
0.176661,-0.171679,0.267462,0.23304,-0.1088,-0.4039
0.154267,-0.171679,0.267462,0.20013,-0.15722,-0.348
0.154267,-0.171679,0.267462,0.19941,-0.15697,-0.3482
0.154267,-0.171679,0.267462,0.19951,-0.15682,-0.3483
0.131874,-0.171679,0.267462,0.17375,-0.19102,-0.2923
0.131874,-0.171679,0.267462,0.16648,-0.19146,-0.2922
0.131874,-0.171679,0.267462,0.16642,-0.19154,-0.2921
0.10948,-0.171679,0.267462,0.13561,-0.21567,-0.2381
0.10948,-0.171679,0.267462,0.13522,-0.21549,-0.2383
0.10948,-0.171679,0.267462,0.13529,-0.21541,-0.2384
0.0870864,-0.171679,0.267462,0.1112,-0.22929,-0.1967
0.0870864,-0.171679,0.267462,0.1059,-0.23188,-0.18751
0.0870864,-0.171679,0.267462,0.10593,-0.23187,-0.18754
0.0646928,-0.171679,0.267462,0.08129,-0.24279,-0.13887
0.0646928,-0.171679,0.267462,0.07815,-0.2429,-0.13896
0.0646928,-0.171679,0.267462,0.07816,-0.24287,-0.13899
0.0422991,-0.171679,0.267462,0.06027,-0.24999,-0.09249
0.0422991,-0.171679,0.267462,0.05171,-0.24998,-0.0922
0.0422991,-0.171679,0.267462,0.0517,-0.24998,-0.09222
0.0199055,-0.171679,0.267462,0.03104,-0.25411,-0.04721
0.0199055,-0.171679,0.267462,0.02611,-0.25407,-0.04691
0.0199055,-0.171679,0.267462,0.02614,-0.25405,-0.04693
-0.00248818,-0.171679,0.267462,0.01163,-0.25449,-0.02134
-0.00248818,-0.171679,0.267462,0.000952,-0.25603,-0.00212
-0.00248818,-0.171679,0.267462,0.000952,-0.25604,-0.002164
-0.0248818,-0.171679,0.267462,-0.024309,-0.25511,0.04266
-0.0248818,-0.171679,0.267462,-0.024255,-0.25511,0.04261
-0.0248818,-0.171679,0.267462,-0.024273,-0.25511,0.04262
-0.0472755,-0.171679,0.267462,-0.05014,-0.25216,0.08818
-0.0472755,-0.171679,0.267462,-0.05011,-0.25214,0.08825
-0.0472755,-0.171679,0.267462,-0.05009,-0.25215,0.08823
-0.0696692,-0.171679,0.267462,-0.07008,-0.24643,0.13559
-0.0696692,-0.171679,0.267462,-0.07677,-0.24635,0.13533
-0.0696692,-0.171679,0.267462,-0.07683,-0.24638,0.13527
-0.0920628,-0.171679,0.267462,-0.10413,-0.23685,0.18426
-0.0920628,-0.171679,0.267462,-0.105,-0.23684,0.18447
-0.0920628,-0.171679,0.267462,-0.10493,-0.23688,0.18448
-0.114456,-0.171679,0.267462,-0.12785,-0.22261,0.23685
-0.114456,-0.171679,0.267462,-0.13488,-0.22236,0.23657
-0.114456,-0.171679,0.267462,-0.13494,-0.22233,0.23658
-0.13685,-0.171679,0.267462,-0.16614,-0.20134,0.29047
-0.13685,-0.171679,0.267462,-0.16684,-0.20074,0.2918
-0.13685,-0.171679,0.267462,-0.16693,-0.20076,0.2917
-0.159244,-0.171679,0.267462,-0.18789,-0.16898,0.3502
-0.159244,-0.171679,0.267462,-0.2012,-0.16916,0.35
-0.159244,-0.171679,0.267462,-0.20121,-0.16912,0.3501
-0.181637,-0.171679,0.267462,-0.23032,-0.12355,0.4104
-0.181637,-0.171679,0.267462,-0.23743,-0.12315,0.4107
-0.181637,-0.171679,0.267462,-0.23741,-0.12319,0.4107
-0.181637,-0.149973,0.267462,-0.23357,-0.15865,0.4606
-0.181637,-0.149973,0.267462,-0.2327,-0.15858,0.4606
-0.181637,-0.149973,0.267462,-0.23275,-0.15861,0.4607
-0.159244,-0.149973,0.267462,-0.19623,-0.20268,0.39
-0.159244,-0.149973,0.267462,-0.19549,-0.20245,0.3897
