-0.278892,-0.193386,0.181637,0.386805,0.268214,0.106322
-0.278892,-0.193386,0.181637,0.386805,0.268214,0.106322
-0.278892,-0.193386,0.181637,0.386805,0.268214,0.106322
-0.278892,-0.193386,0.159244,0.331323,0.229742,0.15591
-0.278892,-0.193386,0.159244,0.331323,0.229742,0.15591
-0.278892,-0.193386,0.159244,0.331323,0.229742,0.15591
-0.278892,-0.193386,0.13685,0.277585,0.19248,0.191023
-0.278892,-0.193386,0.13685,0.277585,0.19248,0.191023
-0.278892,-0.193386,0.13685,0.277585,0.19248,0.191023
-0.278892,-0.193386,0.114456,0.22651,0.157064,0.215624
-0.278892,-0.193386,0.114456,0.22651,0.157064,0.215624
-0.278892,-0.193386,0.114456,0.22651,0.157064,0.215624
-0.278892,-0.193386,0.0920628,0.178223,0.123581,0.232612
-0.278892,-0.193386,0.0920628,0.178223,0.123581,0.232612
-0.278892,-0.193386,0.0920628,0.178223,0.123581,0.232612
-0.278892,-0.193386,0.0696692,0.132435,0.0918318,0.244057
-0.278892,-0.193386,0.0696692,0.132435,0.0918318,0.244057
-0.278892,-0.193386,0.0696692,0.132435,0.0918318,0.244057
-0.278892,-0.193386,0.0472755,0.0886478,0.0614691,0.251385
-0.278892,-0.193386,0.0472755,0.0886478,0.0614691,0.251385
-0.278892,-0.193386,0.0472755,0.0886478,0.0614691,0.251385
-0.278892,-0.193386,0.0248818,0.0462566,0.0320747,0.25553
-0.278892,-0.193386,0.0248818,0.0462566,0.0320747,0.25553
-0.278892,-0.193386,0.0248818,0.0462566,0.0320747,0.25553
-0.278892,-0.193386,0.00248818,0.00461041,0.00319689,0.25703
-0.278892,-0.193386,0.00248818,0.00461041,0.00319689,0.25703
-0.278892,-0.193386,0.00248818,0.00461041,0.00319689,0.25703
-0.278892,-0.193386,-0.0199055,-0.0369609,-0.025629,0.25608
-0.278892,-0.193386,-0.0199055,-0.0369609,-0.025629,0.25608
-0.278892,-0.193386,-0.0199055,-0.0369609,-0.025629,0.25608
-0.278892,-0.193386,-0.0422991,-0.0791293,-0.0548689,0.252556
-0.278892,-0.193386,-0.0422991,-0.0791293,-0.0548689,0.252556
-0.278892,-0.193386,-0.0422991,-0.0791293,-0.0548689,0.252556
